Date,City,Cause of Death
1/16/10,San Luis Gonzaga - BC -  Mexico,Veh. Accid-Motorcy.
1/18/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
1/21/10,Anahuac - Nuevo Leon -  Mexico,Other Accident
1/21/10,Cabo San Lucas - BCS -  Mexico,Drowning
1/24/10,Juxtlahuaca -  Oaxaca -  Mexico,Suicide
1/24/10,Merida - Yucatan -  Mexico,Suicide
1/26/10, - Agua Prieta - Sonora -  Mexico,Other Accident
1/29/10,Ciudad Juarez - Chihuahua -  Mexico,Suicide
1/31/10,Troncones -  Guerrero -  Mexico,Drowning
2/1/10,Bahia De Banderas - Nayarit -  Mexico,Homicide
2/1/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
2/1/10,Rosarito - Baja California -  Mexico,Homicide
2/1/10,Zapopan - Jalisco -  Mexico,Homicide
2/2/10,Aguililla. - Apatzingan -  Mich. -  Mexico,Veh. Accid-Auto
2/3/10,Cozumel  - Quintana Roo -  Mexico,Other Accident
2/4/10,Nuevo Progreso - Tamaulipas -  Mexico,Drug-Related
2/5/10,Mexicali - Baja California -  Mexico,Suicide
2/8/10,La Salina - Baja California -  Mexico,Veh. Accid-Auto
2/9/10,Cabo Corrientes - Jalisco -  Mexico,Drowning
2/11/10,Hermosillo - Sonora -  Mexico,Veh. Accid-Auto
2/11/10,San Martin De Las Piramides -  Mexico,Homicide
2/12/10,Gomez Palacio - Durango -  Mexico,Execution
2/12/10,Gomez Palacio - Durango -  Mexico,Homicide
2/14/10,Tijuana - Baja California -  Mexico,Homicide
2/16/10,Jalisco -  Mexico,Homicide
2/19/10,Tijuana - Baja California -  Mexico,Veh. Accid-Auto
2/20/10, Negras-Acuna -  Mexico,Veh. Accid-Auto
2/21/10,Cancun - Quintana Roo -  Mexico,Other Accident
2/25/10,Cardel -  Veracruz -  Mexico,Veh. Accid-Auto
2/25/10,Zitacuaro -  Michoacan -  Mexico,Veh. Accid-Auto
3/2/10,Soto La Marina - Tamaulipas -  Mexico,Veh. Accid-Auto
3/2/10,Tamaulipas -  Mexico,Veh. Accid-Auto
3/2/10,Tamaulipas -  Mexico,Veh. Accid-Auto
3/3/10,Akumal - Quintana Roo -  Mexico,Drowning
3/3/10,Ciudad Juarez - Chihuahua -  Mexico,Execution
3/4/10,Cozumel - Quintana Roo -  Mexico,Drowning
3/8/10,Nuevo Laredo - Tamaulipas -  Mexico,Suicide
3/9/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
3/9/10,Cozumel - Quintana Roo -  Mexico,Veh. Accid-Other
3/9/10,Cozumel - Quintana Roo -  Mexico,Other Accident
3/9/10,Mexicali - Baja California -  Mexico,Homicide
3/9/10,San Ignacio -  Bahia De Banderas - Nayarit -  Mexico,Veh. Accid-Pedestr.
3/9/10,Xalostoc Ecatepec -  Mexico,Homicide
3/10/10,Isla Mujeres  - Quintana Roo -  Mexico,Suicide
3/10/10,Pedras Negras - Coahuila -  Mexico,Homicide
3/12/10, Santa Fe; - Mexico -  D.F. -  Mexico,Other Accident
3/12/10,Mexicali - Baja California -  Mexico,Homicide
3/13/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
3/13/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
3/13/10,Puerto Penasco - Sonora -  Mexico,Veh. Accid-Motorcy.
3/14/10, Nayarit -  Mexico,Veh. Accid-Auto
3/14/10,Cancun - Quintana Roo -  Mexico,Drowning
3/14/10,Puerto Vallarta - Jalisco -  Mexico,Veh. Accid-Auto
3/18/10,Guadalupe - Zacatecas -  Mexico,Veh. Accid-Auto
3/19/10,Tlaquepaque - Jalisco -  Mexico,Other Accident
3/21/10, Piedad  - Michoacan -  Mexico,Veh. Accid-Auto
3/22/10,Hotel Occidental Allegro - Cozumel - Quintana Roo,Other Accident
3/23/10,Cancun - Quintana Roo -  Mexico,Drowning
3/25/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
3/26/10,Cozumel - Quintana Roo -  Mexico,Drowning
3/27/10,Chapala - Jalisco -  Mexico,Veh. Accid-Motorcy.
3/28/10,Distrito Bravos -  Chihuahua -  Mexico,Homicide
4/1/10,Rio Bravo River - Matamoros - Tamaulipas -  Mexico,Drowning
4/2/10,Nuevo Leon -  Mexico,Veh. Accid-Auto
4/3/10,Magdalena de Kino - Sonora -  Mexico,Veh. Accid-Auto
4/4/10,El Salto - Jalisco -  Mexico,Veh. Accid-Auto
4/5/10, - Rosarito - Baja California -  Mexico,Suicide
4/5/10,Cancun - Quintana Roo -  Mexico,Homicide
4/5/10,Cozumel - Quintana Roo -  Mexico,Drowning
4/6/10,Tijuana - Baja California -  Mexico,Homicide
4/7/10,Nuevo Laredo - Tamaulipas -  Mexico,Veh. Accid-Auto
4/10/10,Tamaulipas -  Mexico,Homicide
4/12/10,Baja California -  Mexico,Veh. Accid-Auto
4/15/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
4/18/10,Nogales - Sonora -  Mexico,Homicide
4/21/10,Nayarit -  Mexico,Execution
4/22/10,Mexicali - Baja California -  Mexico,Homicide
4/22/10,Tijuana - Baja California -  Mexico,Homicide
4/29/10,Jerez - Zacatecas -  Mexico,Veh. Accid-Auto
4/29/10,Tamaulipas -  Mexico,Execution
5/1/10,Apodaca - Nuevo Leon -  Mexico,Veh. Accid-Auto
5/1/10,Mina - Nuevo Leon -  Mexico,Homicide
5/1/10,Tijuana - Baja California -  Mexico,Suicide
5/3/10,Santa Ana - Sonora -  Mexico,Homicide
5/7/10,Juquila -  Oaxaca -  Mexico,Drowning
5/15/10,Ciudad Juarez -  Mexico,Homicide
5/16/10,Saric - Sonora -  Mexico,Homicide
5/17/10,Jalisco -  Mexico,Suicide
5/18/10,Puerto Vallarta -  Jalisco -  Mexico,Drowning
5/20/10,Mazatlan - Sinaloa -  Mexico,Drowning
5/22/10,Magdalena - Sonora -  Mexico,Veh. Accid-Auto
5/23/10,Chihuahua -  Mexico,Homicide
5/23/10,Villa Ahumada  - Chihuahua -  Mexico,Homicide
5/29/10,Puerto Penasco - Sonora -  Mexico,Veh. Accid-Motorcy.
6/3/10,Cozumel - Quintana Roo -  Mexico,Drowning
6/4/10,Centro - Oaxaca -  Oaxaca -  Mexico,Other Accident
6/5/10,Quintana Roo -  Mexico,Other Accident
6/6/10,Tecoman - Colima -  Mexico,Veh. Accid-Motorcy.
6/8/10,Santa Clara Huitziltepec -  Puebla -  Mexico,Suicide
6/11/10, - Mexicali - Baja California -  Mexico,Veh. Accid-Motorcy.
6/12/10,Baja California Sur -  Mexico,Suicide
6/12/10,Cuernavaca -  Morelos -  Mexico,Homicide
6/12/10,Tlacolula de Matamoros -  Oaxaca -  Mexico,Veh. Accid-Auto
6/13/10,Tijuana - Baja California -  Mexico,Suicide
6/15/10,Nuevo Laredo - Tamaulipas -  Mexico,Homicide
6/17/10,Hermosillo - Hermosillo - Sonora -  Mexico,Veh. Accid-Auto
6/18/10,Cancun - Quintana Roo -  Mexico,Drowning
6/19/10,Puerto Penasco - Sonora -  Mexico,Other Accident
6/19/10,Puerto Vallarta - Jalisco -  Mexico,Other Accident
6/20/10,Hermosillo - Sonora -  Mexico,Other Accident
6/25/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
6/25/10,Guadalajara - Jalisco -  Mexico,Homicide
6/26/10,Monterrey - Nuevo Leon -  Mexico,Veh. Accid-Auto
6/27/10,Ciudad Juarez -  Mexico,Homicide
6/28/10,Cozumel - Quintana Roo -  Mexico,Drowning
6/29/10,Baja California Sur -  Mexico,Drowning
6/29/10,Baja California -  Mexico,Homicide
6/30/10,Guadalajara - Jalisco -  Mexico,Other Accident
7/2/10,Guerrero -  Coahuila -  Mexico,Veh. Accid-Auto
7/2/10,Mulege -  Baja California -  Mexico,Veh. Accid-Auto
7/2/10,San Luis Rio Colorado -  Sonora -  Mexico,Veh. Accid-Auto
7/3/10,Playas de Rosarito -  Baja California -  Mexico,Homicide
7/4/10,Cancun -  Quintana Roo -  Mexico,Suicide
7/6/10,Ixtapaluca -  Edo. de Mex. -  Mexico,Veh. Accid-Bus
7/7/10,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
7/7/10,Jimenez -  Coahuila -  Mexico,Air Accident
7/7/10,Tepatitlan -  Jalisco -  Mexico,Veh. Accid-Auto
7/9/10,Loreto -  Baja California Sur -  Mexico,Veh. Accid-Auto
7/9/10,Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accid-Auto
7/9/10,Rosarito -  Baja California -  Mexico,Homicide
7/10/10,Guadalajara -  Jalisco -  Mexico,Other Accident
7/10/10,Tijuana -  Baja California -  Mexico,Homicide
7/11/10,Miguel Aleman -  Tamaulipas -  Mexico,Homicide
7/11/10,Tepeapulco -  Hidalgo -  Mexico,Other Accident
7/13/10,San Carlos -  Sonora -  Mexico,Veh. Accid-Motorcy.
7/15/10,Valparaiso -  Zacatecas -  Mexico,Veh. Accid-Auto
7/16/10,Tijuana -  Baja California -  Mexico,Homicide
7/17/10,Guasave -  Sinaloa -  Mexico,Veh. Accid-Auto
7/17/10,Guaymas -  Sonora -  Mexico,Drowning
7/17/10,Rosarito -  Baja California -  Mexico,Homicide
7/18/10,Penjamo -  Guanajuato -  Mexico,Homicide
7/19/10,Agua Prieta -  Sonora -  Mexico,Drowning
7/19/10,Agua Prieta -  Sonora -  Mexico,Drowning
7/20/10,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
7/23/10,Mexicali -  Baja California -  Mexico,Homicide
7/23/10,Mexicali -  Baja California -  Mexico,Homicide
7/24/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
7/24/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
7/24/10,Tijuana -  Baja California -  Mexico,Drug-Related
7/25/10,Guadalajara -  Jalisco -  Mexico,Other Accident
7/26/10,Isla Mujeres -  Quintana Roo -  Mexico,Drowning
7/26/10,Tijuana - Baja California -  Mexico,Drowning
7/27/10,Moctezuma -  Mexico,Other Accident
7/28/10,Comisaria De Cocorit -  Sonora -  Mexico,Homicide
7/29/10,Tijuana -  Baja California -  Mexico,Suicide
7/30/10,Hermosillo -  Sonora -  Mexico,Drowning
7/31/10,Tulcingo Del Valle -  Puebla -  Mexico,Drowning
8/2/10,Cuquio -  Jalisco -  Mexico,Veh. Accid-Pedestr.
8/2/10,Encarnacion De Diaz -  Jalisco -  Mexico,Veh. Accid-Auto
8/2/10,Encarnacion De Diaz -  Jalisco -  Mexico,Veh. Accid-Auto
8/5/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
8/6/10,Colonia Cazadores -  Ciudad Juarez - Chihuahua -  Mexico,Homicide
8/6/10,Home -  Oaxaca -  Oaxaca -  Mexico,Suicide
8/7/10,Baja Califonia -  Mexico,Homicide
8/7/10,Naco -  Sonora -  Mexico,Veh. Accid-Auto
8/20/10,Coyuca De Catalan -  Guerrero -  Mexico,Homicide
8/20/10,Hermosillo -  Sonora,Veh. Accid-Auto
8/21/10,Zapopan -  Jalisco -  Mexico,Homicide
8/22/10,Coyuca de Benitez -  Guerrero -  Mexico,Homicide
8/22/10,Piedras Negras -  Coahuila -  Mexico,Veh. Accid-Motorcy.
8/27/10,Colonia Centro -  Nogales - Sonora -  Mexico,Homicide
8/27/10,Santa Maria Coyotepec -  Oaxaca -  Mexico,Homicide
8/28/10,Morelia -  Michoacan -  Mexico,Homicide
8/29/10,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
8/30/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
8/31/10,Ciudad Juarez -  Chihuahua -  Mexico,Veh. Accid-Auto
9/3/10,Panuco -  Veracruz -  Mexico,Drowning
9/6/10,Ciudad Juarez -  Chihuahua -  Mexico,homicide
9/12/10,Nogales -  Sonora -  Mexico,Veh. Accid-Motorcy.
9/13/10,Acapulco -  Guerrero -  Mexico,Other Accident
9/17/10,Ciudad Juarez -  Chihuahua -  Mexico,homicide
9/18/10,Puerto Aventuras -  Quintana Roo -  Mexico,Drowning
9/18/10,an Luis Rio Colorado -  Sonora -  Mexico,Veh. Accid-Auto
9/22/10,Cancun -  Quintana Roo -  Mexico,Suicide
9/26/10,Cananea -  Sonora -  Mexico,Homicide
9/26/10,Nogales -  Sonora -  Mexico,Homicide
9/27/10,Ensenada -  Baja California -  Mexico,Drowning
9/27/10,Guadlajara -  Jalisco -  Mexico,Homicide
9/29/10,Ciudad Juarez -  Chihuahua - Chihuahua -  Mexico,Homicide
10/1/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
10/1/10,Municipality of San Fernando - Tam. -  Mexico,Homicide
10/1/10,Tijuana -  Mexico,Homicide
10/2/10,Ciudad Juarez -  Mexico,homicide
10/5/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
10/5/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
10/8/10,Puerto Penasco -  Sonora -  Mexico,Veh. Accid-Motorcy.
10/11/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
10/12/10,Cancun - Quintana Roo -  Mexico,Drowning
10/13/10,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
10/16/10,Enseanda - Baja California -  Mexico,Air Accident
10/16/10,Ensenada - Baja California -  Mexico,Air Accident
10/16/10,Ensenada - Baja California -  Mexico,Air Accident
10/16/10,La Bocana - Ensenada -  Baja California -  Mexico,Air Accident
10/17/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
10/18/10,El Marques -  Queretaro -  Mexico,Veh. Accid-Bus
10/18/10,El Marques -  Queretaro -  Mexico,Veh. Accid-Bus
10/19/10,Chihuahua -  Mexico,Homicide
10/20/10,Ciudad Juarez -  Chihuahua,Homicide
10/23/10,San Luis Rio Colorado -  Sonora -  Mexico,Veh. Accid-Auto
10/25/10,Tijuana - Baja California -  Mexico,Homicide
10/27/10,Nayarit -  Mexico,Homicide
10/27/10,Tankah Bay  - Tulum -  Quintana Roo,Drowning
10/27/10,Tijuana - Baja California -  Mexico,Homicide
10/30/10,Calvillo -  Aguascalientes -  Mexico,Veh. Accid-Motorcy.
10/30/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
11/2/10,Tijuana - Baja California -  Mexico,Suicide
11/3/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
11/3/10,Ciudad Juarez - Chihuahua -  Mexico,Homicide
11/5/10,Escuinapa -  Sinaloa -  Mexico,Veh. Accid-Bus
11/7/10,Zapopan -  Jaliscoq -  Mexico,Homicide
11/10/10,Guadalupe -  Zacatecas -  Mexico,Veh. Accid-Auto
11/14/10,Cd. Juarez -  Chihuahua -  Mexico,Homicide
11/16/10, Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
11/16/10,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
11/16/10,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
11/16/10,San Felipe -  Baja California -  Mexico,Veh. Accid-Motorcy.
11/18/10,Padre Mier 609 Ote. -  China - Nuevo Leon -  Mexico,Veh. Accid-Auto
11/18/10,San Pedro Garza Garcia - Nuevo Leon -  Mexico,Veh. Accid-Auto
11/19/10,Chapala -  Jalisco -  Mexico,Veh. Accid-Auto
11/20/10,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
11/22/10,Loreto -  Baja California Sur -  Mexico,Veh. Accid-Other
11/22/10,Tijuana -  Baja California -  Mexico,Homicide
11/23/10,Tomatlan -  Jalisco -  Mexico,Homicide
11/25/10,Salagua -  Manzanillo -  Colima -  Mexico,Other Accident
11/26/10,Ciudad Juarez -  Mexico,Homicide
11/27/10,Colima - Colima -  Mexico,Suicide
11/28/10,Mahahual -  Quintana Roo -  Mexico,Drowning
12/5/10,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
12/6/10,Rosarito -  Baja California -  Mexico,Homicide
12/9/10,Nezahualcoyotl -  Mexico,Homicide
12/10/10,San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accid-Auto
12/10/10,Villa Conona -  Jalisco -  Mexico,Homicide
12/12/10,Aquila -  Michoacan -  Mexico,Veh. Accid-Auto
12/12/10,Guadlajara -  Jalisco -  Mexico,Veh. Accid-Motorcy.
12/15/10,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
12/15/10,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
12/15/10,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
12/17/10,Mexicali -  Baja California -  Mexico,Homicide
12/18/10,Tijuana - Baja California -  Mexico,Homicide
12/20/10,San Felipe -  Baja California -  Mexico,Homicide
12/22/10,Ensenada -  Baja California -  Mexico,Homicide
12/23/10,Guaymas -  Sonora -  Mexico,Veh. Accid-Auto
12/24/10,Cd. Juarez -  Chihuahua -  Mexico,Homicide
12/24/10,Ensenada -  Baja California -  Mexico,Veh. Accid-Auto
12/24/10,La Barca -  Jalisco -  Mexico,Veh. Accid-Auto
12/24/10,Playas De Rosarito -  Baja California -  Mexico,Homicide
12/28/10,Rosarito -  Baja California -  Mexico,Veh. Accid-Auto
12/28/10,Rosarito -  Baja California -  Mexico,Veh. Accid-Auto
12/29/10,Culiacan -  Sinaloa -  Mexico,Homicide
12/30/10,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
12/31/10,Tijuana -  Baja California -  Mexico,Homicide
1/4/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
1/5/11,Nuevo Laredo - Tamaulipas -  Mexico,Homicide
1/6/11,Cancun -  Quintana Roo -  Mexico,Drowning
1/6/11,Chapala -  Jalisco -  Mexico,Homicide
1/7/11,Hospital Insurgentes - Tijuana -  Baja California,Homicide
1/9/11,Puerto Aventuras -  Quintana Roo -  Mexico,Drowning
1/15/11,Tepic - Nayarit -  Mexico,Veh. Accid-Pedestr.
1/15/11,Tepic - Nayarit -  Mexico,Veh. Accid-Pedestr.
1/15/11,Tepic - Nayarit -  Mexico,Veh. Accid-Pedestr.
1/17/11,Red Cross -  Tijuana -  Baja California -  Mexico,Veh. Accid-Pedestr.
1/18/11,Hilton Hotel -  Cancun -  Quintana Roo -  Mexico,Drowning
1/18/11,San Miguel De Allende -  Guanajuato -  Mexico,Homicide
1/19/11,Tijuana - Baja California -  Mexico,Homicide
1/21/11,Colonia Flores Magon -  Nogales -  Sonora -  Mexico,Homicide
1/21/11,San Miguel De Allende -  Guanajuato -  Mexico,Homicide
1/28/11,Santa Ana Chiautempan -  Tlaxcala -  Mexico,Homicide
1/30/11,Coahuila -  Mexico,Homicide
1/30/11,Mexicali - Baja California -  Mexico,Veh. Accid-Pedestr.
1/31/11,Ahualulco -  San Luis Potosi -  Mexico,Veh. Accid-Auto
2/1/11,Zona Norte -  Tijuana -  Baja California -  Mexico,Veh. Accid-Pedestr.
2/2/11,Distrito Federal Leon -  Mexico,Homicide
2/2/11,Distrito Federal -  Mexico,Homicide
2/2/11,San Pedro Garza Garcia -  Nuevo Leon -  Mexico,Homicide
2/3/11,Aguascalientes -  Mexico,Homicide
2/4/11,Tijuana -  Baja Califronia -  Leon -  Mexico,Veh. Accid-Pedestr.
2/5/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
2/6/11,Acapulco -  Gro. -  Mexico,Other Accident
2/12/11,Tijuana -  California -  Mexico,Veh. Accid-Auto
2/13/11,Meoqui -  Chihuahua -  Mexico,Homicide
2/14/11,Tlaquepaque -  Jalisco -  Mexico,Homicide
2/14/11,Zapopan -  Jalisco -  Mexico,Homicide
2/15/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
2/15/11,Frac. Valle Dorado -  San Luis Potosi -  Mexico,Homicide
2/16/11,Colima -  Mexico,Homicide
2/16/11,Tijuana -  Baja California -  Mexico,Suicide
2/17/11,Tijuana -  Baja California -  Mexico,Homicide
2/17/11,Tijuana -  Baja California -  Mexico,Homicide
2/18/11,Cd. Juarez -  Chihuahua -  Mexico,Homicide
2/18/11,Chucandiro -  Michoacan -  Mexico,Veh. Accid-Auto
2/19/11,Acapulco -  Guerrero -  Mexico,Suicide
2/20/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
2/21/11,Culiacan - Sinaloa -  Mexico,Homicide
2/22/11,Centro -  Puerto Escondido -  Oaxaca -  Mexico,Suicide
2/22/11,Mazatlan -  Sinaloa -  Mexico,Homicide
2/23/11,Acatic -  Jalisco -  Mexico,Veh. Accid-Pedestr.
2/23/11,Cd. Juarez -  Chihuahua,Homicide
2/24/11,Rosarito -  Baja California -  Mexico,Veh. Accid-Pedestr.
2/27/11,Cd. Juarez -  Chihuahua -  Mexico,Homicide
2/27/11,Cd. Juarez -  Chihuahua -  Mexico,Homicide
3/1/11,Tepatitlan -  Jalisco -  Mexico,Veh. Accid-Auto
3/4/11,Guadalajara -  Jalisco -  Mexico,Homicide
3/4/11,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
3/4/11,Tonaya -  Jalisco -  Mexico,Veh. Accid-Auto
3/5/11,Tijuana -  Baja California -  Mexico,Suicide
3/6/11,Tijuana -  Baja California -  Mexico,Homicide
3/16/11,Tierra Blanca -  Veracruz -  Mexico,Suicide
3/19/11,Matamoros - Tamaulipas -  Mexico,Suicide
3/19/11,Puerto Penasco -  Sonora -  Mexico,Veh. Accid-Motorcy.
3/20/11,Agua Prieta -  Sonora -  Mexico,Homicide
3/20/11,Colima -  Mexico,Homicide
3/20/11,La Barca -  Jalisco -  Mexico,Homicide
3/20/11,Morelia -  Michoacan -  Mexico,Homicide
3/22/11,Rosarito -  Baja California -  Mexico,Other Accident
3/28/11,Cancun -  Quintana Roo -  Mexico,Drowning
3/30/11,Cd. Juarez -  Chihuahua -  Mexico,Homicide
3/31/11,Mexicali -  Baja California -  Mexico,Homicide
4/1/11,Tijuana -  Baja Calfironia -  Mexico,Homicide
4/2/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
4/2/11,Reynosa - Tamaulipas -  Mexico,Homicide
4/3/11,Bahia De Los Angeles -  Baja California -  Mexico,Homicide
4/4/11,La Pera - Tijuana -  Baja California -  Mexico,Homicide
4/4/11,La Pera - Tijuana -  Baja California -  Mexico,Homicide
4/4/11,Puerto Vallarta -  Jalisco -  Mexico,Maritime Accident
4/8/11,Bahia De Banderas -  Nayarit -  Mexico,Other Accident
4/8/11,Valle De Guadalupe -  Jalisco -  Mexico,Homicide
4/9/11,Mazatlan -  Sinaloa -  Mexico,Drowning
4/10/11,San Felipe Ixtacala - Tlalnepantla -  Mexico,Homicide
4/11/11,San Jose Del Cabo -  Baja California Sur -  Mexico,Homicide
4/12/11,San Fernando - Tamaulipas -  Mexico,Homicide
4/12/11,Zihuatanejo -  Guerrero -  Mexico,Veh. Accid-Motorcy.
4/13/11,Tlalixtac de Cabrera -  Oaxaca -  Mexico,Homicide
4/15/11,Santa Rosalia -  Baja California -  Mexico,Veh. Accid-Auto
4/15/11,Santa Rosalia -  Baja California -  Mexico,Veh. Accid-Auto
4/16/11,Tijuana -  Baja California -  Mexico,Homicide
4/18/11,Cancun -  Quintana Roo -  Mexico,Drowning
4/20/11,Nogales -  Sonara -  Mexico,Homicide
4/21/11,Galeana -  Nuevo Leon -  Mexico,Veh. Accid-Auto
4/23/11,Puerto Vallarta -  Jalisco -  Mexico,Drowning
4/24/11,Chihuahua -  Mexico,Veh. Accid-Auto
4/28/11,Guadalajara -  Jalisco -  Mexico,Suicide
4/28/11,San Jose Del Cabo -  Baja California Sur -  Mexico,Suicide
4/29/11,San Felipe -  Baja California -  Mexico,Veh. Accid-Motorcy.
4/30/11,Cueramaro -  Guanajuato -  Mexico,Homicide
4/30/11,Rosarito -  Baja California -  Mexico,Homicide
5/1/11,Tecate -  Baja California -  Mexico,Homicide
5/2/11,Mexicali -  Baja California -  Mexico,Homicide
5/3/11,Culiacan -  Sinaloa -  Mexico,Homicide
5/3/11,Tijuana -  Baja California -  Mexico,Homicide
5/3/11,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
5/5/11,Cozumel -  Quintana Roo -  Mexico,Drowning
5/6/11,Tizapan El Alto -  Jalisco -  Mexico,Homicide
5/7/11,Ensenada -  Baja California -  Mexico,Veh. Accid-Auto
5/8/11,Cuernavaca -  Morelos -  Mexico,Veh. Accid-Auto
5/10/11,Monterrey -  Nuevo Leon -  Mexico,Veh. Accid-Auto
5/11/11,Hermosilla -  Mexico,Veh. Accid-Auto
5/16/11,Ahualulco De Mdo. - Jalisco -  Mexico,Homicide
5/22/11,Tijuana -  Baja California -  Mexico,Homicide
5/24/11,Chapala -  Jalisco -  Mexico,Suicide
5/24/11,Guadalajara -  Jalisco -  Mexico,Veh. Accid-Auto
5/25/11,Tijuana -  Baja California -  Mexico,Homicide
5/25/11,Tijuana - Baja California -  Mexico,Homicide
5/27/11,Solidaridad -  Quintana Roo -  Mexico,Veh. Accid-Motorcy.
5/29/11,Tijuana -  Baja California -  Mexico,Veh. Accid-Pedestr.
6/1/11,Agua Prieta - Sonora -  Mexico,Homicide
6/8/11,Tijuana -  Baja California -  Mexico,Homicide
6/11/11,Guadalajara -  Jalisco -  Mexico,Homicide
6/16/11,Polanco -  Mexico,Suicide
6/18/11,Cuernavaca -  Morelos -  Mexico,Suicide
6/18/11,Mazatlan -  Sinaloa -  Mexico,Suicide
7/1/11,Chihuahua -  Mexico,Homicide
7/3/11,Arandas -  Jalisco -  Mexico,Homicide
7/3/11,Ensenada -  Baja California -  Mexico,Veh. Accid-Auto
7/3/11,Ensenada -  Baja California -  Mexico,Veh. Accid-Pedestr.
7/3/11,Mexicali -  San Felipe -  Mexico,Drowning
7/4/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
7/4/11,Mexicali -  Baja California -  Mexico,Suicide
7/8/11,Cuernavaca -  Morelos -  Mexico,Other Accident
7/8/11,Santa Maria Del Oro -  Nayarit -  Mexico,Veh. Accid-Auto
7/10/11,San Felipe -  Baja California -  Mexico,Suicide
7/11/11,Irapuato -  Guanajuato -  Mexico,Homicide
7/13/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
7/13/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
7/13/11,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
7/13/11,Tepoztlan -  Morelos -  Mexico,Other Accident
7/16/11,San Lucas -  Baja California -  Mexico,Other Accident
7/17/11,Tijuana -  Baja California -  Mexico,Homicide
7/18/11,Durango -  Mexico,Homicide
7/19/11,Tulum -  Quintana Roo -  Mexico,Suicide
7/20/11,Paraje Casa Blanca -  Tepetlixpa -  Mexico,Veh. Accid-Auto
7/21/11,Matamoros -  Tamaulipas -  Mexico,Veh. Accid-Auto
7/21/11,Panuco -  Veracruz -  Mexico,Homicide
7/24/11,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
7/25/11,La Paz -  Baja California Sur -  Mexico,Other Accident
7/26/11,De Moreno -  Jalisco -  Mexico,Veh. Accid-Auto
7/27/11,Zapopan -  Jalisco -  Mexico,Veh. Accid-Auto
7/28/11,Tijuana -  Baja California -  Mexico,Homicide
7/30/11,Tijuana -  Baja California -  Mexico,Veh. Accid-Pedestr.
8/1/11,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
8/4/11,Sombrerete -  Zacatecas -  Mexico,Homicide
8/6/11,Monterrey -  Nuevo Leon -  Mexico,Homicide
8/7/11,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
8/7/11,Zacatecas -  Mexico,Homicide
8/9/11,Tijuana -  Baja California -  Mexico,Homicide
8/11/11,Maneadero -  Baja California -  Mexico,Suicide
8/13/11,Oaxaca -  Oaxaca -  Mexico,Other Accident
8/16/11,Matamoros -  Tamaulipas -  Mexico,Suicide
8/16/11,Mulege -  Baja California -  Mexico,Veh. Accid-Auto
