Date,City,Cause of Death
11/25/07,Auga Santa -  Puebla -  Pue -  Mexico,Veh. Accid-Motorcy.
11/29/07,Puerto Vallarta -  Jalisco -  Mexico,Drowning
12/3/07,Freeway Ixtlahuacan-cuquio -  Km6 -  Jalisco -  Mexico,Veh. Accid-Auto
12/3/07,Km113+900 - cabi San Lucas -  Baja California Sur -  Mexico,Veh. Accid-Auto
12/8/07,Carretera Libre Tijuana-ensenada -  Altura Cantamar -  Baja California -  Mexico,Veh. Accid-Pedestr.
12/8/07,San Clemente -  Guanajuato -  Mexico,Suicide
12/8/07,Virreyes -  Queretaro -  Mexico,Other Accident
12/11/07,Km 180 Merida-campeche Federal Highway -  Campeche -  Mexico,Veh. Accid-Auto
12/12/07,Tijuana -  Baja California -  Mexico,Suicide
12/14/07,Highway Nogales-hermosillo Km 21 -  Hermosillo -  Sonora -  MexicoåÂ‰ÛÊåÂ‰ÛÊåÂ‰ÛÊåÂ‰ÛÊ,Veh. Accid-Auto
12/19/07,Libramiento La Rosita Km 31 -  Mexicali -  Baja California -  MexicoåÂ‰ÛÊ,Veh. Accid-Auto
12/19/07,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
12/20/07,Calle 28 De Marzo #30 -  Maravatio -  Michoacan -  Mexico,Veh. Accid-Auto
12/22/07,Cuyutlan -  Armeria -  Colima -  Mexico,Drowning
12/22/07,Mazatlan -  Sinaloa -  Mexico,Veh. Accid-Motorcy.
12/22/07,Playa La Tinaja Cabo Pulmo -  Cabo San Lucas -  Baja California -  Mexico,Drowning
12/24/07,Km. 102+200 Carretera 1 -  Gurrero Negro -  Baja California -  Mexico,Veh. Accid-Auto
12/27/07,Km. 71.8 Nogales-hermosillo Highway -  Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
1/2/08,Tijuana -  Baja California -  Mexico,Suicide
1/3/08,Nogales -  Sonora -  Mexico,Drug-Related
1/3/08,Nogales -  Sonora -  Mexico,Drug-Related
1/6/08,Jalisco -  Mexico,Homicide
1/7/08,Culiacan -  Sinaloa -  Mexico,Homicide
1/15/08,Las Brisas - manzanillo -  Colima -  Mexico,DROWNING-BEACH
1/17/08,Mexico,Homicide
1/24/08,Rio Blanco -  Ver -  Mexico,Homicide
1/26/08,Morelia -  Mexico,Veh. Accid-Auto
1/28/08,Mexico Hwy 15 Km 85 Navojoa-los Mochis -  Huatabampo -  Sonora,Veh. Accid-Auto
1/30/08,Ensenada -  Baja California -  Mexico,Homicide
2/1/08,Ensendad -  Baja California -  Mexico,Veh. Accid-Auto
2/2/08,Nuevo Laredo -  Tamaulipas -  Mexico,Suicide
2/2/08,Puerto Madero -  Chiapas -  Mexico,Maritime Accident
2/4/08,Jalisco -  Mexico,Suicide
2/6/08,Tajmahal Underground River -  Solidaridad - quintana Ro -  Mexico,Drowning-RIVER
2/7/08,Km 198 + 720 - carretera Nacional 15 Nogales -  Mexico,Veh. Accid-Auto
2/8/08,Km. 196 Of The National Highway Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accid-Auto
2/8/08,San Carlos Nuevo -  Guaymas -  Sonora -  Mexico,DROWNING-BEACH
2/13/08,Plaza Neptuno Local D-1 -  Marina Vallarta -  Puerto Vallarto -  Jalisco -  Mexico,Veh. Accid-Pedestr.
2/16/08,Cuernavaca -  Mexico,Other Accident
2/16/08,Km. 162 Valle De La Trinidad -  Ensenada -  Baja Colifornia -  Mexico,Veh. Accid-Auto
2/17/08,Tijuana -  Baja California -  Mexico,Homicide
2/23/08,Jalisco -  Mexico,Veh. Accid-Auto
2/24/08,Baja California -  Mexico,Homicide
2/25/08,Mexicala -  Baja California -  Mexico,Suicide
2/26/08,Km 18 Supercarretera La Pila-villa De Arriaga - ejido Villa De Reyes - san Luis Potosi,Veh. Accid-Auto
2/28/08,Centro De Salud Enrique Ruhen -  Sonoyta -  Sonora -  Mexico,Veh. Accid-Auto
3/10/08,Manzanillo -  Colima -  Mexico,Other Accident
3/10/08,Mexicali - mexicali - baja California,Veh. Accid-Pedestr.
3/11/08,Puerto Morelos -  Quintana Roo -  Mexico,Drowning
3/13/08,Mulege -  Mulege -  Baja California,Veh. Accid-Auto
3/17/08,Mazatlan -  Sinaloa -  Mexico,Suicide
3/20/08,Rosarito -  Baja California -  Mexico,Veh. Accid-Auto
3/22/08,Ensenada -  Baja California Norte -  Mexico,Suicide
3/22/08,Guaymas -  Sanora -  Mexico,Drowning-OCEAN
3/22/08,Puebla -  Mexico,Suicide
3/22/08,Tijuana -  Baja California -  Mexico,Suicide
3/24/08,Mexicali -  Baja California -  Mexico,Suicide
3/25/08,Tlalnepantla -  Mexico,Other Accident
3/26/08,Puerto Vallarta -  Jalisco -  Mexico,Homicide
3/26/08,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
3/29/08,Moderna -  Matamoros -  Tamaulipas -  Mexico,Homicide
4/1/08,Valle Del Rio Bravo Y Pampa -  Colonia Valle -  Alto -  Matamoros -  Tamaulipas -  Mexico,Veh. Accid-Motorcy.
4/3/08,Monterrey -  Nuevo Leon -  Mexico,Execution
4/5/08,Oaxaca -  Mexico,Drowning
4/6/08,Canal De Tiego Tramo Col. Revolucion -  Zempoala Ver -  Mexico,Drowning-CANAL
4/13/08,Km 92 Lagos De Moreno-guadalajara -  Frwy -  Jalisco -  Mexico,Veh. Accid-Auto
4/20/08,Matamoros -  Tamaulipas -  Mexico,Drowning
4/22/08,Km 52+300 Road Cananea-agua Prieta -  Cananea -  Sonora -  Mexico,Veh. Accid-Auto
4/22/08,Km. 52+300 Cananea-agua Prieta Road -  Cananea -  Sonora -  Mexico,Veh. Accid-Auto
4/24/08,La Paz -  Baja California Sur -  Mexico,Other Accident
4/26/08,Cancun -  Quintana Roo -  Mexico,Other Accident
4/28/08,Ixtapa-zihuatanejo -  Gro -  Mexico,Other Accident
4/30/08,Tijuana-tecate Toll Road -  Tecate -  Baja California,Veh. Accid-Auto
5/2/08,Km 46 Guadalajara-tepic Hwy -  Magdelena -  Jalisco -  Mexico,Veh. Accid-Auto
5/3/08,Estacion Manuel -  Tamaulipas,Veh. Accid-Auto
5/3/08,Estacion Manuel -  Tamaulipas,Veh. Accid-Auto
5/9/08,Hotel Ramona Beach -  Ensenada -  Baja California -  Mexico,Suicide
5/11/08,Tamaulipas -  Mexico,Homicide
5/16/08,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
5/18/08,Rosarito -  Baja California - mexico,Homicide
5/22/08,Carr. Estatal Cardonal-tolantongo Km 10+200 -  Cardonal -  Hgo -  Mexico,Veh. Accid-Auto
5/22/08,Carr. Estatal Comunidad Tolantongo Km 10+200 -  Cardonal -  Mexico,Veh. Accid-Auto
5/23/08,Puerto Penasco -  Sonora -  Mexico,Veh. Accid-Auto
5/23/08,Puerto Penasco -  Sonora -  Mexico,Veh. Accid-Auto
5/25/08,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
5/25/08,Puerto Penasco -  Sonora -  Mexico,Veh. Accid-Auto
5/26/08,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
5/26/08,Tecate -  Baja California -  Mexico,OtheråÂ‰ÛÊ Accident
5/28/08,Guadalajara -  Jalisco -  Mexico,Veh. Accid-Auto
5/30/08,Ciudad Juarez -  Mexico,Drug-Related
5/31/08,Yucatan -  Mexico,Suicide
6/7/08,Ciudad Juarez -  Mexico,Homicide
6/11/08,Matazlan -  Sinaloa -  Mexico,Veh. Accid-Motorcy.
6/12/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Execution
6/15/08,Mexico,Veh. Accid-Auto
6/16/08,Ciudad Juarez -  Chihuahua -  Mexico,Execution
6/16/08,Manuel Ojinaga #3207 - nuevo Casasgrandes - chihuahua -  Mexico,Veh. Accid-Auto
6/16/08,Mexicali -  Baja California -  Mexico,Homicide
6/17/08,Matamoros -  Tamaulipas -  Mexico,Homicide
6/19/08,Tamaulipas -  Mexico,Suicide
6/21/08,Km 101 Maxipista Culiacan-mazatlan -  La Cruz Elota -  Sinaloa -  Mexico,Veh. Accid-Auto
6/21/08,Km 101 Maxipista Culiacan-mazatlan -  La Cruz Elota -  Sinaloa -  Mexico,Veh. Accid-Auto
6/22/08,Cancun -  Quintana Roo -  Mexico,Drowning
6/23/08,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
6/23/08,Puerto Vallarta -  Jalisco -  Mexico,Suicide
6/24/08,Merida -  Mexico,Veh. Accid-Auto
6/24/08,Merida-progreso Highway -  Yucatan -  Mexico,Veh. Accid-Auto
6/24/08,Progreso - yucatan -  Mexico,Veh. Accid-Auto
6/26/08,Tijuana -  Baja California -  Mexico,Homicide
6/29/08,Matamoros -  Tamaulipas -  Mexico,Veh. Accid-Auto
7/2/08,Yucatan -  Mexico,Veh. Accid-Auto
7/6/08,Ciudad Juarez -  Chiihuahua -  Mexico,Veh. Accid-Bus
7/6/08,Coahuila -  Mexico,Air Accident
7/6/08,Puerto Vallarta -  Jalisco -  Mexico,Suicide
7/7/08,Tijuana -  Baja California -  Mexico,Homicide
7/11/08,Ensenada -  Baja California -  Mexico,Homicide
7/11/08,Tijuana -  Baja California -  Mexico,Suicide
7/14/08,Granjas Valle De Guadalupe -  Ecatepec De Morales -  Mexico,Homicide
7/17/08,Jalisco -  Mexico,Drowning
7/17/08,Rosarito -  Baja California,Other Accident
7/18/08,Quintana Roo -  Mexico,Drowning
7/21/08,Chihuahua -  Mexico,Veh. Accid-Auto
7/21/08,Matehuala -  San Luis Potosi -  Mexico,Veh. Accid-Auto
7/23/08,Etchojoa -  Sonora Mexico,Veh. Accid-Auto
7/23/08,Mazatlan -  Sinaloa -  Mexico,Veh. Accid-Other
7/24/08,Imuris -  Sonora -  Mexico,Veh. Accid-Motorcy.
7/28/08,El Salto -  Durango -  Mexico,Homicide
7/29/08,Cancun -  Quintana Roo -  Mexico,Veh. Accid-Motorcy.
7/29/08,Cozumel -  Quintana Roo -  Mexico,Veh. Accid-Motorcy.
7/29/08,Santa Rosa -  Moyahua -   Zacatecas -  Mexico,Veh. Accid-Auto
7/29/08,Santa Rosa -  Moyahua -  Estrada -  Zatecas -  Mexico,Veh. Accid-Auto
8/1/08,Galeana -  Nuevo Leon -  Mexico,Veh. Accid-Auto
8/1/08,Galeana -  Nuevo Leon -  Mexico,Veh. Accid-Auto
8/1/08,Galeana -  Nuevo Leon -  Mexico,Veh. Accid-Auto
8/1/08,Galeana -  Nuevo Leon -  Mexico,Veh. Accid-Auto
8/1/08,Mexicali -  Baja California -  Mexico,Veh. Accid-Auto
8/1/08,Playa Del Carmen -  Quintana Roo -  Mexico,Maritime Accident
8/1/08,Tijuana -  Baja California -  Mexico,Drug-Related
8/2/08,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
8/7/08,Purepero -  Mich -  Mexico,Veh. Accid-Auto
8/8/08,Cabo San Lucas -  Baja California Sur -  Mexico,Suicide
8/10/08,Tepatitlan -  Jalisco -  Mexico,Veh. Accid-Auto
8/15/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Execution
8/17/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Homicide
8/17/08,Rosarito -  Baja California -  Mexico,Drowning
8/18/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Homicide
8/18/08,Tijuana -  Baja California -  Mexico,Homicide
8/19/08,Galeana -  Nuevo Leon -  Mexico,Veh. Accid-Motorcy.
8/20/08,Los Cabos -  Baja California Sur -  Mexico,Other Accident
8/23/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Homicide
8/23/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Execution
8/23/08,Huanusco -  Zacatecas -  Mexico,Other Accident
8/24/08,Ciudad Juarez -  Chiihuahua -  Mexico,Execution
8/24/08,Ciudad Juarez -  Chiihuahua -  Mexico,Execution
8/24/08,Tetipac -  Gro. Mexico,Other Accident
8/24/08,Tulum -  Quintana Roo -  Mexico,Drowning
8/25/08,Poza Rica -  Ver. Mexico,Homicide
8/27/08,Chih-cuauhtemoc -  Chihuahua -  Mexico,Homicide
8/27/08,Puerto Vallarta -  Jalisco -  Mexico,Suicide
8/27/08,San Jose Del Cabo -  Baja California -  Mexico,Homicide
8/28/08,Ocotlan -  Jalisco -  Mexico,Veh. Accid-Auto
8/30/08,Agricola Patitlan -  Mexico,Drowning
8/30/08,Guadalajara -  Jalisco -  Mexico,Veh. Accid-Auto
8/30/08,Puerto Penasco - sonora -  Mexico,Veh. Accid-Other
9/3/08,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning- BEACH
9/8/08,Ciudad Juarez -  Chiihuahua -  Mexico,Homicide
9/11/08,Ciudad Juarez -  Chiihuahua -  Mexico,Homicide
9/15/08,Peguis Sierra -  Coyame -  Chihuahua -  Mexico,Air Accident
9/15/08,Peguis Sierra -  Coyame -  Chihuahua -  Mexico,Air Accident
9/15/08,Peguis Sierra -  Coyame -  Chihuahua -  Mexico,Air Accident
9/16/08,Puerto Penasco - sonora -  Mexico,Suicide
9/17/08,Tijuana -  Baja California -  Mexico,Homicide
9/17/08,Tijuana -  Baja California -  Mexico,Homicide
9/18/08,San Pedro Laguunillas -  Nayarit -  Mexico,Veh. Accid-Auto
9/20/08,Miahuatlan -  Oaxaca -  Mexico,Homicide
9/20/08,Morelia -  Mich -  Mexico,Veh. Accid-Auto
9/21/08,Tijuana -  Baja California -  Mexico,Homicide
9/23/08,Nuevo Laredo -  Mexico,Homicide
9/27/08,Jalisco -  Mexico,Veh. Accid-Auto
9/29/08,Acapolco -  Gro. -  Mexico,Homicide
10/1/08,San Luis -  Sonora -  Mexico,Veh. Accid-Auto
10/1/08,San Luis -  Sonora -  Mexico,Veh. Accid-Auto
10/3/08,Ciudad -  Juarez -  Chihuahua -  Mexico,Homicide
10/3/08,Nogales -  Sonora -  Mexico,Suicide
10/4/08,Pluma Hidalgo Pochutla -  Oaxaca -  Mexico,Homicide
10/9/08,Sombrerete-sain Alto -  Zacatecas -  Mexico,Veh. Accid-Auto
10/12/08,Akumal -  Tulum -  Quintana Roo -  Mexicon,Other Accident
10/12/08,Akumal -  Tulum -  Quintana Roo - mexico ,Other Accident
10/12/08,La Paz -  B.c.a. -  Mexico,Drowning
10/13/08,Acatlan -  De Osorio - pue. Mexico,Homicide
10/15/08,Cabo Corrientes -  Jalisco -  Mexico,Drowning
10/16/08,San Jose Del Cabo -  Baja California -  Mexico,Drowning
10/17/08,Tijuana -  Baja California -  Mexico,Homicide
10/20/08,Manzanillo -  Colima -  Mexico,Drowning
10/23/08,Sinaloa -  Mexicao,Homicide
10/24/08,San Jose Del Cabo -  Baja California -  Mexico,Veh. Accid-Bus
10/24/08,Tijuana -  Baja California -  Mexico,Homicide
10/28/08,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
11/2/08,Ciudad Juarez -  Chiihuahua -  Mexico,Homicide
11/3/08,Cancun -  Quintana Roo -  Mexico,Suicide
11/3/08,Tijuana -  Baja California -  Mexico,Homicide
11/4/08,Baja California -  Mexico,Air Accident
11/5/08,Rosarito -  Baja California -  Mexico,Suicide
11/5/08,Sonora -  Mexico,Veh. Accid-Other
11/6/08,Puerto Penasco - sonora -  Mexico,Veh. Accid-Motorcy.
11/6/08,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
11/6/08,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
11/8/08,San Jose Del Cabo -  Baja California -  Mexico,Drowning
11/9/08,Matamoros -  Tamaulipas -  Mexico,Veh. Accid-Auto
11/10/08,Sonora -  Mexico,Veh. Accid-Motorcy.
11/11/08,Tijuana -  Baja California -  Mexico,Suicide
11/13/08,Puerta Vallarte -  Jalisco -  Mexico,Other Accident
11/13/08,Tijuana -  Baja California -  Mexico,Homicide
11/14/08,Cabo San Lucas -  Baja California Sur -  Mexico,Veh. Accid-Motorcy.
11/15/08,Ciudad Juarez -  Chiihuahua -  Mexico,Execution
11/17/08,Ensensada -  Baja California -  Mexico,Veh. Accid-Auto
11/17/08,Guadalajara -  Jalisco - mexico,Other Accident
11/18/08,Durango -  Durango -  Mexico,Veh. Accid-Auto
11/21/08,Nuevo Laredo -  Tamaulipas -  Mexico,Drug-Related
11/22/08,Cuidad Juarez -  Chihuahua -  Mexico,Homicide
11/23/08,Tijuana -  Baja California -  Mexico,Other Accident
11/26/08,San Juan De La Vega -  Gto -  Mexico,Homicide
11/28/08,Guanajuato -  Mexico,Homicide
11/30/08,Tijuana -  Baja California -  Mexico,Homicide
12/3/08,Nayarit -  Mexico,Veh. Accid-Motorcy.
12/8/08,Matamoros -  Tamaulipas -  Mexico,Veh. Accid-Auto
12/9/08,Mazatlan -  Sinaloa -  Mexico,Suicide
12/13/08,Baja California -  Mexico,Suicide
12/14/08,Cancun -  Quintana Roo -  Mexico,Other Accident
12/14/08,Sinaloa -  Mexico,Veh. Accid-Auto
12/14/08,Sinaloa -  Mexico,Veh. Accid-Auto
12/20/08,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
12/20/08,Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accid-Other
12/20/08,San Fernando -  Tamaulipas -  Mexico,Veh. Accid-Auto
12/23/08,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
12/24/08,Huejuquilla El Alto -  Jalisco -  Mexico,Veh. Accid-Auto
12/24/08,Uruapan -  Mich. Mexico,Homicide
12/30/08,Magdelena De Kino -  Sonora -  Mexico,Veh. Accid-Auto
1/1/09,Ciudad Valles -  San Luis Potosi,Other Accident
1/2/09,Zapotlanejo -  Jalisco -  Mexico,Veh. Accid-Auto
1/3/09,Nuevo Leon -  Mexico,Veh. Accid-Auto
1/3/09,Zacapala -  Pue. -  Mexico,Homicide
1/5/09,Irapuato -  Gto. -  Mexico,Other Accident
1/5/09,Tijuana -  Baja California -  Mexico,Homicide
1/5/09,Tijuana -  Baja California -  Mexico,Homicide
1/6/09,Villa Obregon -  Cihuatlan -  Jalisco -  Mexico,Veh. Accid-Other
1/9/09,Sonora -  Caborca -  Sonora -  Mexico,Veh. Accid-Auto
1/9/09,Sonora -  Caborca -  Sonora -  Mexico,Veh. Accid-Auto
1/13/09,Los Cabos -  Baja California Sur -  Mexico,Drowning
1/13/09,San Quintin -  Baja California -  Mexico,Suicide
1/15/09,Quintana Roo -  Mexico,Suicide
1/15/09,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning
1/16/09,Mexicali -  Baja California - mexico,Veh. Accid-Pedestr.
1/16/09,Quintana Roo -  Mexico,Drowning
1/16/09,Zihuatanejo -  Gro. -  Mexico,Other Accident
1/20/09,Juarez -  Chihuahua -  Mexico,Homicide
1/20/09,Juarez -  Chihuahua -  Mexico,Homicide
1/21/09,Cuesta Blanca -  Puebla -  Mexico,Veh. Accid-Motorcy.
1/21/09,Ixtapa Zihuatanejo -  Gro. -  Mexico,Other Accident
1/23/09,Colima -  Colima -  Mexico,Other Accident
1/26/09,Cozumel -  Quintana Roo,Drowning
1/26/09,Hermosillo -  Sonora -  Mexico,Other Accident
1/29/09,Pachuca -  Hgo. -  Mexico,Veh. Accid-Auto
1/30/09,Atizapan De Zaragoza -  Mex.,Other Accident
2/2/09,Nuevo Laredo -  Tamaulipas,Homicide
2/5/09,Puerto Vallarta -  Jalisco,Drowning
2/6/09,Irapuato -  Gto.,Other Accident
2/7/09,La Paz -  Baja California Sur,Drowning
2/11/09,Puerto Vallarta -  Jalisco,Homicide
2/15/09,Ciudad Juarez -  Chihuahua,Homicide
2/15/09,San Quintin -  Baja California,Veh. Accid-Auto
2/16/09,Nogales -  Sonora,Veh. Accid-Auto
2/22/09,Manzanillo -  Colima,Drowning
2/25/09,Puerto Morelos -  Quintana Roo,Drowning
2/25/09,Tijuana -  Baja California,Veh. Accid-Auto
2/27/09,El Novillero. Abasolo -  Gto.,Other Accident
2/28/09,Ciudad Juarez -  Chihuahua,Execution
3/1/09,Cancun -  Quintana Roo,Drowning
3/2/09,La Paz -  Baja California Sur,Drowning
3/3/09,Ecuandureo -  Mich.,Veh. Accid-Auto
3/3/09,La Paz -  Baja California Sur,Suicide
3/4/09,Cozumel -  Quintana Roo,Drowning
3/4/09,Tijuana -  Baja California,Homicide
3/6/09,Potrero Chico  -  Hidalgo -  Nuevo Leon,Veh. Accid-Auto
3/7/09,Guadalajara -  Jalisco,Homicide
3/8/09,Mexicali -  Baja California,Homicide
3/11/09,Matamoros -  Tamaulipas,Homicide
3/14/09,Miahuatlan -  Oaxaca,Veh. Accid-Auto
3/14/09,San Jose Del Cabo -  Baja California Sur,Drowning
3/16/09,Ejido Guadalupe Victoria -  Coahuila,Veh. Accid-Bus
3/16/09,Ejido Guadalupe Victoria -  Coahuila,Veh. Accid-Bus
3/16/09,Saltillo -  Coahuila,Veh. Accid-Bus
3/16/09,Saltillo -  Coahuila,Veh. Accid-Bus
3/17/09,Coahuila,Veh. Accid-Bus
3/17/09,Saltillo -  Coahuila,Veh. Accid-Bus
3/17/09,Saltillo -  Coahuila,Veh. Accid-Bus
3/19/09,Tepic -  Nayarit,Veh. Accid-Auto
3/20/09,Puerto Vallarta -  Jalisco,Drowning
3/20/09,Puerto Vallarta -  Jalisco,Drowning
3/22/09,Cruz Roja Oriente -  Mexicali -  Baja California,Other Accident
3/22/09,Cruz Roja Oriente -  Mexicali -  Baja California,Other Accident
3/24/09,Ciudad Juarez -  Chihuahua,Homicide
3/24/09,Cozumel -  Quintana Roo,Drowning
3/24/09,Hotel Sheraton -  Francisco Medina Ascencio 999 -  Puerto Vallarta -  Jalisco,Other Accident
3/24/09,Playas De Tijuana -  Baja California,Homicide
3/25/09,Hermosillo -  Sonora,Veh. Accid-Auto
3/25/09,San Jose Del Cabo -  Baja California Sur,Drowning
3/25/09,San Jose Del Cabo -  Baja California Sur,Drowning
3/28/09,Ensenada -  Baja California,Other Accident
3/31/09,Tijuana -  Baja California,Homicide
4/1/09,San Pedro Pochutla -  Oax.,Other Accident
4/3/09,Villa De Cos -  Zacatecas,Veh. Accid-Auto
4/5/09,Nuevo Laredo -  Tamaulipas,Homicide
4/11/09,Chihuahua,Veh. Accid-Auto
4/12/09,La Paz -  Baja California Sur,Suicide
4/16/09,San Luis Potosi -  San Luis Potosi,Veh. Accid-Auto
4/17/09,Lampazos De Naranjo -  Nuevo Leon,Veh. Accid-Auto
4/17/09,Lampazos De Naranjo -  Nuevo Leon,Veh. Accid-Auto
4/17/09,Lampazos De Naranjo -  Nuevo Leon,Veh. Accid-Auto
4/17/09,Tijuana -  Baja California,Suicide
4/19/09,Santa Ana -  Sonora,Veh. Accid-Auto
4/19/09,Tijuana -  Baja California,Veh. Accid-Pedestr.
4/21/09,Cozumel -  Quintana Roo,Drowning
4/22/09,Zapopan -  Jalisco,Veh. Accid-Auto
4/23/09,Cabo San Lucas -  Baja California Sur,Drowning
4/23/09,Cabo San Lucas -  Baja California Sur,Drowning
4/24/09,Ensenada -  Baja California,Homicide
4/25/09,Nuevo Laredo -  Tamaulipas,Homicide
4/30/09,Tijana -  Baja California,Homicide
5/3/09,Mexicali -  Baja California,Homicide
5/5/09,Lazaro Cardenas -  Michoacan -  Mexico,Homicide
5/5/09,Puerto Vallarta -  Jalisco,Veh. Accid-Auto
5/9/09,China -  Nuevo Leon -  Mexico,Veh. Accid-Auto
5/9/09,Hermosillo -  Sonora -  Mexico,Veh. Accid-Auto
5/9/09,Tijuana -  Baja California,Homicide
5/9/09,Tijuana -  Baja California,Homicide
5/9/09,Tijuana -  Baja California,Homicide
5/9/09,Tijuana -  Baja California -  Mexico,Homicide
5/12/09,Puerto Penasco -  Sonora -  Mexico,Suicide
5/12/09,Quintana Roo -  Mexico,Veh. Accid-Motorcy.
5/14/09,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
5/15/09,Tecate -  Baja California -  Mexico,Homicide
5/16/09,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
5/18/09,Acapulco -  Gro. -  Mexico,Homicide
5/19/09,Villa Guerrero -  Mexico,Homicide
5/23/09,Baja California -  Mexico,Veh. Accid-Auto
5/25/09,Centro Zamora -  Michoacan,Veh. Accid-Other
5/29/09,Cozumel -  Quintana Roo,Drowning
6/2/09,Semeson -  Guaymas -  Sonora,Veh. Accid-Auto
6/5/09,Tijuana -  Baja California -  Mexico,Homicide
6/5/09,Tijuana -  Baja California -  Mexico,Homicide
6/8/09,Tijuana -  Baja California -  Mexico,Homicide
6/12/09,Sonota -  Imuris -  Sonora -  Mexico,Veh. Accid-Auto
6/13/09,Carmen -  Nuevo Leon -  Mexico,Veh. Accid-Auto
6/13/09,Carmen -  Nuevo Leon -  Mexico,Veh. Accid-Auto
6/14/09,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
6/15/09,Ixtlahuacan Del Rio -  Jalisco -  Mexico,Homicide
6/17/09,Tijuana -  Baja California -  Mexico,Veh. Accid-Auto
6/19/09,Col. Tabacalera -  Mexico -  D.f. -  Mexico,Homicide
6/22/09,Trincheras -  Sonora -  Mexico,Veh. Accid-Auto
6/22/09,Trincheras -  Sonora - mexico,Veh. Accid-Auto
6/25/09,Apaseo El Alto -  Gto. -  Mexico,Homicide
6/27/09,Cuauhtemoc -  Cuauhtemoc -  Zacatecas -  Mexico,Veh. Accid-Auto
6/27/09,Nochistlan -  Zacatecas -  Mexico,Veh. Accid-Auto
7/3/09,Cienega De Flores - Nuevo Leon -  Mexico,Veh. Accid-Auto
7/3/09,Cortazar -  Gto. -  Mexico,Veh. Accid-Auto
7/3/09,Mexicali - Baja California -  Mexico,Veh. Accid-Auto
7/4/09,Ecatepec -  Mexico,Homicide
7/4/09,Tecate - Baja California -  Mexico,Homicide
7/6/09,Nuevo Laredo - Tamaulipas -  Mexico,Suicide
7/6/09,Tijuana - Baja -  California -  Mexico,Homicide
7/7/09,Galeana - Chihuahua -  Mexico,Homicide
7/7/09,Galena - Chihuahua -  Mexico,Homicide
7/8/09,Ciudad Juarez - Chihuahua -  Mexico,Homicide
7/9/09,Cancun -  Quintana Roo - Quintana Roo -  Mexico,Other Accident
7/19/09,San Carlos Nuevo Guaymas - Sonora -  Mexico,Drowning
7/19/09,Tijuana - Baja California -  Mexico,Homicide
7/20/09,Puerto Penasco - Sonora -  Mexico,Veh. Accid-Motorcy.
7/22/09,La Paz - Baja California Sur -  Mexico,Drowning
7/24/09,Tijuana - Baja California -  Mexico,Homicide
7/24/09,Tijuana - Baja California -  Mexico,Homicide
7/26/09,Ciudad Juarez  - Chihuahua -  Mexico,Homicide
7/27/09,Matamoros - Tamaulipas -  Mexico,Veh. Accid-Auto
7/29/09,Cozumel - Quintana Roo -  Mexico,Veh. Accid-Motorcy.
7/30/09,Ciduad Juarez -  Chihuahua -  Mexico,Execution
7/30/09,Tangancicuaro - Michoacan -  Mexico,Other Accident
8/1/09,Hermosillo - Sonora -  Mexico,Veh. Accid-Auto
8/2/09,Hermosillo - Sonora -  Mexico,Veh. Accid-Auto
8/2/09,La Estancia de Aconchi - Sonora -  Mexico,Veh. Accid-Auto
8/2/09,Nogales - Sonora -  Mexico,Homicide
8/5/09,Ixtapa -  Zihuatanejo De Azueta - Guerrero -  Mexico,Homicide
8/8/09,Rosarito - Baja California -  Mexico,Veh. Accid-Auto
8/9/09,Soliman Bay - Tulum - Quintana Roo -  Mexico,Drowning
8/15/09,Piedras Negras - Coahuila -  Mexico,Veh. Accid-Auto
8/16/09,Cozumel - Quintana Roo -  Mexico,Drowning
8/18/09,Cd. Juarez - Chihuahua -  Mexico,Homicide
8/18/09,Nuevo Casas Grandes - Chihuahua -  Mexico,Homicide
